transaction business event	accounts ledger entry	rel:triggers	1
revaluation	accounts ledger entry	rel:triggers	1
undertaking event	accounts ledger entry	rel:triggers	1
discharging event	accounts ledger entry	rel:triggers	1
transaction business event	accounts ledger entry	rel:triggers	1
revaluation	accounts ledger entry	rel:triggers	1
undertaking event	accounts ledger entry	rel:triggers	1
discharging event	accounts ledger entry	rel:triggers	1
transaction party	transaction party	rel:transactsWith	1
transaction principal	transaction counterparty	rel:transactsWith	1
transaction party	transaction party	rel:transactsWith	1
transaction principal	transaction counterparty	rel:transactsWith	1
commodities spot contract	negotiable commodity	rel:transacts	1
commodities spot contract	negotiable commodity	rel:transacts	1
economic transaction	economic agreement	rel:transactionEmbodiesEconomicAgreement	1
economic transaction	economic agreement	rel:transactionEmbodiesEconomicAgreement	1
economic transaction	economic contract terms set	rel:transactedUnder	1
economic transaction	economic contract terms set	rel:transactedUnder	1
synthetic cdo tranche	cdo tranche seniority selection	rel:trancheType	1
synthetic cdo tranche	cdo tranche seniority selection	rel:trancheType	1
credit facility loan tranche	loan purpose selection	rel:trancheHasLoanPurpose	1
credit facility loan tranche	loan purpose selection	rel:trancheHasLoanPurpose	1
market opening price	exchange trading session	rel:tradingSession	1
market opening price	exchange trading session	rel:tradingSession	1
official closing price	date	rel:tradingDate.1	1
official closing price	date	rel:tradingDate.1	1
bond exchange closing price	date	rel:tradingDate	1
equity exchange published price	date	rel:tradingDate	1
bond exchange closing price	date	rel:tradingDate	1
equity exchange published price	date	rel:tradingDate	1
corporation	business site	rel:tradingAtSite	1
corporation	business site	rel:tradingAtSite	1
corporation	operating business address relation	rel:tradingAt	1
corporation	operating business address relation	rel:tradingAt	1
fund investment restrictions set	percentage value	rel:trackingError	1
fund investment restrictions set	percentage value	rel:trackingError	1
stock corporation	formally constituted organization	rel:totalVotingShareholdingBy	1
stock corporation	formally constituted organization	rel:totalVotingShareholdingBy	1
investment strategy	investment goal	rel:toFulfil	1
business strategy	business goal	rel:toFulfil	1
investment strategy	investment goal	rel:toFulfil	1
business strategy	business goal	rel:toFulfil	1
memorandum	autonomous agent	rel:to	1
memorandum	autonomous agent	rel:to	1
future instrument	monetary amount	rel:tickValue	1
standardized futures terms	monetary amount	rel:tickValue	1
future instrument	monetary amount	rel:tickValue	1
standardized futures terms	monetary amount	rel:tickValue	1
future instrument	monetary amount	rel:tickSize	1
standardized futures terms	monetary amount	rel:tickSize	1
future instrument	monetary amount	rel:tickSize	1
standardized futures terms	monetary amount	rel:tickSize	1
cross default provisions	monetary amount	rel:thresholdAmount	1
cross default provisions	monetary amount	rel:thresholdAmount	1
discharging event	economic commitment	rel:terminates	1
discharging event	economic commitment	rel:terminates	1
term deposit	duration	rel:termDuration	1
term deposit	duration	rel:termDuration	1
term deposit	percentage value	rel:termDepositRate	1
term deposit	percentage value	rel:termDepositRate	1
timed value	tense	rel:tense	1
projected value	future	rel:tense	1
current value	present	rel:tense	1
past value	past	rel:tense	1
timed value	tense	rel:tense	1
projected value	future	rel:tense	1
current value	present	rel:tense	1
past value	past	rel:tense	1
temporal thing	temporal thing expression	rel:temporalDefinition	1
temporal entity	temporal entity definition	rel:temporalDefinition	1
temporal thing	temporal thing expression	rel:temporalDefinition	1
temporal entity	temporal entity definition	rel:temporalDefinition	1
timed parameter	timed value	rel:takesValuesOverTime	1
spread	timed value	rel:takesValuesOverTime	1
timed parameter	timed value	rel:takesValuesOverTime	1
spread	timed value	rel:takesValuesOverTime	1
numerical parameter	value	rel:takesValue	1
numerical parameter	value	rel:takesValue	1
parametric reference entity	timed parameter	rel:takesReferenceParameter	1
parametric reference entity	timed parameter	rel:takesReferenceParameter	1
monetary reference	currency	rel:takesReferenceForm	1
quantity reference	quantity referent	rel:takesReferenceForm	1
monetary reference	currency	rel:takesReferenceForm	1
quantity reference	quantity referent	rel:takesReferenceForm	1
pac class	pac class	rel:takesPrepaymentAfter.1	1
pac class	pac class	rel:takesPrepaymentAfter.1	1
pac class	pac class	rel:takesPrepaymentAfter	1
pac class	pac class	rel:takesPrepaymentAfter	1
legal proceeding	jurisdiction	rel:takesPlaceUnder	1
legal proceeding	jurisdiction	rel:takesPlaceUnder	1
quantified resource	numeric amount	rel:takesMaterialForm	1
quantified resource	numeric amount	rel:takesMaterialForm	1
average life	prepayment speed	rel:takesIntoAccount	1
average life	prepayment speed	rel:takesIntoAccount	1
collateralized guaranty	collateral	rel:takesFormOfCollateral	1
collateralized guaranty	collateral	rel:takesFormOfCollateral	1
bricks and mortar holding	real estate	rel:takesFormOf	1
loan property collateral	property asset	rel:takesFormOf	1
debt collateral	financial asset	rel:takesFormOf	1
bricks and mortar holding	real estate	rel:takesFormOf	1
loan property collateral	property asset	rel:takesFormOf	1
debt collateral	financial asset	rel:takesFormOf	1
equity	monetary amount	rel:takesForm	1
capital	monetary amount	rel:takesForm	1
collateral	asset	rel:takesForm	1
capital	monetary amount	rel:takesForm	1
equity	monetary amount	rel:takesForm	1
equity	monetary amount	rel:takesForm	1
capital	monetary amount	rel:takesForm	1
collateral	asset	rel:takesForm	1
underwriter takedown	muni issue underwriter	rel:takenDownBy	1
underwriter takedown	muni issue underwriter	rel:takenDownBy	1
underwriting	syndicate member	rel:syndicateMember	1
underwriting	syndicate member	rel:syndicateMember	1
fund subscription terms	fee	rel:switchingFee	1
fund subscription terms	fee	rel:switchingFee	1
loan collateral	collateralized secured loan	rel:supports	1
loan collateral	collateralized secured loan	rel:supports	1
planned amortization class bond	planned amortization class bond	rel:supportedBy	1
planned amortization class bond	planned amortization class bond	rel:supportedBy	1
supply transaction	bundle of resources	rel:supply	1
supply transaction	bundle of resources	rel:supply	1
supplier	product	rel:supplies	1
supplier	product	rel:supplies	1
supplier	product	rel:supplies	1
fund	fund supervisory authority	rel:supervisedBy	1
fund	fund supervisory authority	rel:supervisedBy	1
contract	contract	rel:supersedes	1
otc transaction confirmation	otc instrument	rel:supersedes	1
swap confirmation	swap confirmation	rel:supersedes	1
swap confirmation	swap confirmation	rel:supersedes	1
contract	contract	rel:supersedes	1
otc transaction confirmation	otc instrument	rel:supersedes	1
contract	contract	rel:supersedes	1
otc transaction confirmation	otc instrument	rel:supersedes	1
swap confirmation	swap confirmation	rel:supersedes	1
suite	building sub unit address fragment	rel:suiteIdentifiedBy	1
suite	building sub unit address fragment	rel:suiteIdentifiedBy	1
trade	trade	rel:succeeds	1
trade lifecycle stage occurrence	trade lifecycle stage occurrence	rel:succeeds	1
trade lifecycle event occurrence	trade lifecycle event occurrence	rel:succeeds	1
trade lifecycle event	trade lifecycle event	rel:succeeds	1
trade lifecycle stage	trade lifecycle stage	rel:succeeds	1
trade lifecycle stage	trade lifecycle stage	rel:succeeds	1
trade lifecycle stage occurrence	trade lifecycle stage occurrence	rel:succeeds	1
trade lifecycle event	trade lifecycle event	rel:succeeds	1
trade	trade	rel:succeeds	1
trade lifecycle event occurrence	trade lifecycle event occurrence	rel:succeeds	1
trade	trade	rel:succeeds	1
trade lifecycle stage occurrence	trade lifecycle stage occurrence	rel:succeeds	1
trade lifecycle event occurrence	trade lifecycle event occurrence	rel:succeeds	1
trade lifecycle event	trade lifecycle event	rel:succeeds	1
trade lifecycle stage	trade lifecycle stage	rel:succeeds	1
floating lookback formula expression	observable final value	rel:subtractsFrom.1	1
floating lookback formula expression	observable final value	rel:subtractsFrom.1	1
fixed lookback strike formula expression	fixed strike amount	rel:subtractsFrom	1
fixed lookback strike formula expression	fixed strike amount	rel:subtractsFrom	1
floating lookback formula expression	observable best value	rel:subtracts.1	1
floating lookback formula expression	observable best value	rel:subtracts.1	1
fixed lookback strike formula expression	observable best value	rel:subtracts	1
fixed lookback strike formula expression	observable best value	rel:subtracts	1
fund subscription terms	fund processing form	rel:subsequentApplicationForm	1
fund subscription terms	fund processing form	rel:subsequentApplicationForm	1
rights distribution	monetary amount	rel:subscriptionPrice	1
rights distribution	monetary amount	rel:subscriptionPrice	1
fund subscription terms	date period	rel:subscriptionPeriod	1
issue subscription information	date period	rel:subscriptionPeriod	1
fund subscription terms	date period	rel:subscriptionPeriod	1
issue subscription information	date period	rel:subscriptionPeriod	1
fund subscription terms	frequency	rel:subscriptionDealingFrequency	1
fund subscription terms	frequency	rel:subscriptionDealingFrequency	1
fund subscription terms	date time	rel:subscriptionCutoffDateTime	1
fund subscription terms	date time	rel:subscriptionCutoffDateTime	1
subscriber	securities issuance process	rel:subscribesTo.1	1
subscriber	securities issuance process	rel:subscribesTo.1	1
subscriber	securities underwriting issuance process	rel:subscribesTo	1
subscriber	securities underwriting issuance process	rel:subscribesTo	1
securities issuance process	subscriber	rel:subscriber.1	1
securities issuance process	subscriber	rel:subscriber.1	1
cash asset backed security instrument	cash asset backed security instrument	rel:subordinatedTo	1
cdo note	cdo note	rel:subordinatedTo	1
cash asset backed security instrument	cash asset backed security instrument	rel:subordinatedTo	1
cdo note	cdo note	rel:subordinatedTo	1
submitter	report	rel:submits	1
submitter	report	rel:submits	1
submitter	report	rel:submits	1
formula subject	formula argument	rel:subjectTakesForm	1
formula subject	formula argument	rel:subjectTakesForm	1
fx spot transaction	negotiable cash	rel:subject	1
spot transaction	negotiable cash	rel:subject	1
economic transaction	economic resource	rel:subject	1
financial securities secondary market transaction	security	rel:subject	1
fx spot transaction	negotiable cash	rel:subject	1
spot transaction	negotiable cash	rel:subject	1
economic transaction	economic resource	rel:subject	1
financial securities secondary market transaction	security	rel:subject	1
student loan active status	student loan active status selection	rel:studentLoanStatus	1
student loan active status	student loan active status selection	rel:studentLoanStatus	1
cashflow cdo	cashflow structure	rel:structure.2	1
cdo deal	cdo cashflow treatment structure	rel:structure.2	1
market value cdo	market value structure	rel:structure.2	1
cashflow cdo	cashflow structure	rel:structure.2	1
cdo deal	cdo cashflow treatment structure	rel:structure.2	1
market value cdo	market value structure	rel:structure.2	1
cdo note	cdo cashflow treatment structure	rel:structure	1
cdo note	cdo cashflow treatment structure	rel:structure	1
index option exercise terms set	percentage value	rel:strikeSpread	1
index option exercise terms set	percentage value	rel:strikeSpread	1
percentage strike price specification	percentage value	rel:strikePricePercentage	1
percentage strike price specification	percentage value	rel:strikePricePercentage	1
absolute price strike specification	monetary amount	rel:strikePriceAbsoluteAmount	1
absolute price strike specification	monetary amount	rel:strikePriceAbsoluteAmount	1
stock option exercise terms set	price	rel:strikePrice.3	1
stock option exercise terms set	price	rel:strikePrice.3	1
future options exercise terms set	price	rel:strikePrice.1	1
future options exercise terms set	price	rel:strikePrice.1	1
currency option exercise terms set	price	rel:strikePrice	1
currency option exercise terms set	price	rel:strikePrice	1
fixed strike terms	date	rel:strikeDeterminationDate	1
fixed strike terms	date	rel:strikeDeterminationDate	1
option strike terms	currency	rel:strikeCurrency	1
option strike terms	currency	rel:strikeCurrency	1
swap strike terms	monetary amount	rel:strike	1
swap strike terms	monetary amount	rel:strike	1
street	street address text	rel:streetIdentifiedBy	1
street	street address text	rel:streetIdentifiedBy	1
fund portfolio	portfolio investment strategy	rel:strategy	1
investment portfolio	investment strategy	rel:strategy	1
fund portfolio	portfolio investment strategy	rel:strategy	1
investment portfolio	investment strategy	rel:strategy	1
shareholder equity	monetary amount	rel:stockholderEquityRepresents	1
shareholder equity	monetary amount	rel:stockholderEquityRepresents	1
fund investment policy	benchmark	rel:stipulatesBenchmark	1
fund investment policy	benchmark	rel:stipulatesBenchmark	1
debt underwriting issuance process	debt offering	rel:step	1
debt underwriting issuance process	debt offering	rel:step	1
jurisdiction	geopolitical entity	rel:statuteLawHasGeographicalReach	1
statute law	geopolitical entity	rel:statuteLawHasGeographicalReach	1
jurisdiction	geopolitical entity	rel:statuteLawHasGeographicalReach	1
statute law	geopolitical entity	rel:statuteLawHasGeographicalReach	1
status	tense	rel:statusHasTense	1
current status	present	rel:statusHasTense	1
past status	past	rel:statusHasTense	1
status	tense	rel:statusHasTense	1
current status	present	rel:statusHasTense	1
past status	past	rel:statusHasTense	1
past status	date	rel:statusDate	1
past status	date	rel:statusDate	1
security lifecycle status	security lifecycle status	rel:status	1
legal proceeding status	legal proceedings status selection	rel:status	1
security lifecycle status	security lifecycle status	rel:status	1
legal proceeding status	legal proceedings status selection	rel:status	1
fund prospectus	monetary amount	rel:statedManagementFee	1
fund prospectus	monetary amount	rel:statedManagementFee	1
fund investment objective	fund prospectus	rel:statedIn	1
fund investment objective	fund prospectus	rel:statedIn	1
fund prospectus	monetary amount	rel:statedDistributionFee	1
fund prospectus	monetary amount	rel:statedDistributionFee	1
tax rule code	tax rule	rel:standsFor	1
rule code	rule	rel:standsFor	1
tax rule code	tax rule	rel:standsFor	1
rule code	rule	rel:standsFor	1
standards setter	formally constituted organization	rel:standardsSetterIdentity	1
standards setter	formally constituted organization	rel:standardsSetterIdentity	1
technical standard	standards body	rel:standardSetBy	1
technical standard	standards body	rel:standardSetBy	1
standardized exercise terms set	exercise dates convention	rel:standardExerciseTermsHasExerciseConvention	1
standardized exercise terms set	exercise dates convention	rel:standardExerciseTermsHasExerciseConvention	1
special purpose vehicle	pool	rel:sPVHoldsPool	1
special purpose vehicle	pool	rel:sPVHoldsPool	1
loan floating interest payment terms	percentage value	rel:spread	1
loan floating interest payment terms	percentage value	rel:spread	1
spot delivery	monetary amount	rel:spotPrice	1
spot delivery	monetary amount	rel:spotPrice	1
special purpose vehicle	legal person	rel:sponsoredBy	1
special purpose vehicle	legal person	rel:sponsoredBy	1
price parameter specification	timed parameter	rel:specifiesUseOf	1
price spread specification	spread	rel:specifiesUseOf	1
price parameter specification	timed parameter	rel:specifiesUseOf	1
price spread specification	spread	rel:specifiesUseOf	1
non agency jump tranche	jump trigger event	rel:specifiesTrigger	1
agency jump tranche	jump trigger event	rel:specifiesTrigger	1
non agency jump tranche	jump trigger event	rel:specifiesTrigger	1
agency jump tranche	jump trigger event	rel:specifiesTrigger	1
step event	debt fixed coupon terms set	rel:specifiesTerms	1
single coupon terms set	bond coupon interest terms	rel:specifiesTerms	1
bond coupon structure type	bond coupon interest terms	rel:specifiesTerms	1
coupon conditional term	bond coupon interest terms	rel:specifiesTerms	1
step event	debt fixed coupon terms set	rel:specifiesTerms	1
single coupon terms set	bond coupon interest terms	rel:specifiesTerms	1
bond coupon structure type	bond coupon interest terms	rel:specifiesTerms	1
coupon conditional term	bond coupon interest terms	rel:specifiesTerms	1
jump trigger event reversal	jump trigger event	rel:specifiesReverseTrigger	1
jump trigger event reversal	jump trigger event	rel:specifiesReverseTrigger	1
credit protection contingent leg terms	reference obligation	rel:specifiesObligation	1
credit protection contingent leg terms	reference obligation	rel:specifiesObligation	1
index linked principal determination terms set	inflation rate	rel:specifiesIndexParameter	1
index linked principal determination terms set	inflation rate	rel:specifiesIndexParameter	1
asian exercise terms set	european exercise convention	rel:specifiesExerciseDateConvention	1
asian exercise terms set	european exercise convention	rel:specifiesExerciseDateConvention	1
standardized futures terms	derivatives delivery type	rel:specifiesDeliveryMethod	1
standardized futures terms	derivatives delivery type	rel:specifiesDeliveryMethod	1
cds cash settlement	cds cash settlement dealer	rel:specifiesDealer	1
cds cash settlement	cds cash settlement dealer	rel:specifiesDealer	1
inflation bond	inflation bond variable coupon	rel:specifiesCoupon	1
inflation bond	inflation bond variable coupon	rel:specifiesCoupon	1
conversion terms	security	rel:specifiesConversionInto	1
debt conversion terms	publicly traded share	rel:specifiesConversionInto	1
equity conversion terms	security	rel:specifiesConversionInto	1
conversion terms	security	rel:specifiesConversionInto	1
conversion terms	security	rel:specifiesConversionInto	1
debt conversion terms	publicly traded share	rel:specifiesConversionInto	1
equity conversion terms	security	rel:specifiesConversionInto	1
equity basket option annex	equities single name basket	rel:specifiesCompositionOf	1
equity basket option annex	equities single name basket	rel:specifiesCompositionOf	1
debt variable coupon terms set	market rate	rel:specifiesBaseRate	1
index linked coupon terms set	economic indicator	rel:specifiesBaseRate	1
debt variable coupon terms set	market rate	rel:specifiesBaseRate	1
index linked coupon terms set	economic indicator	rel:specifiesBaseRate	1
credit protection contingent leg terms	cds credit event	rel:specifies.2	1
credit protection contingent leg terms	cds credit event	rel:specifies.2	1
otc master agreement right to termination following default event	defaulting party	rel:specifies.1	1
bond coupon structure type	coupon schedule	rel:specifies.1	1
tac tranche	tac tranche amortization schedule	rel:specifies.1	1
credit protection contingent leg terms	cds contingent transaction	rel:specifies.1	1
otc master agreement right to termination following default event	defaulting party	rel:specifies.1	1
bond coupon structure type	coupon schedule	rel:specifies.1	1
tac tranche	tac tranche amortization schedule	rel:specifies.1	1
credit protection contingent leg terms	cds contingent transaction	rel:specifies.1	1
interest rate swap leg	notional step change event	rel:specifies	1
interest rate swap leg	interest rate stream event	rel:specifies	1
interest rate swap leg	currency	rel:specifies	1
interest rate swap leg	swap stream interest calculation	rel:specifies	1
interest rate swap leg	swap stream interest payment	rel:specifies	1
nic registry entry	institution type	rel:specifies	1
loan product	loan collateral	rel:specifies	1
mortgage product	loan property collateral	rel:specifies	1
current population survey	civilian non institutional population	rel:specifies	1
single currency interest rate swap	currency	rel:specifies	1
floating interest rate leg	swap stream interest rate fixing	rel:specifies	1
floating interest rate leg	swap stream interest rate reset	rel:specifies	1
notional step schedule	notional step amount	rel:specifies	1
inflation index underlying	inflation index fall back bond	rel:specifies	1
otc master agreement right to termination following default event	non defaulting party	rel:specifies	1
standardized exercise terms set	financial instrument	rel:specifies	1
statistical program	statistical universe	rel:specifies	1
cross currency interest rate swap	currency	rel:specifies	1
cds physical settlement	deliverable obligation	rel:specifies	1
planned amortization class bond	pac tranche amortization schedule	rel:specifies	1
option barrier feature terms	option barrier feature event	rel:specifies	1
option barrier feature terms	option feature	rel:specifies	1
forward valuation terms set	underlying valuation	rel:specifies	1
loan contract	loan retained amount	rel:specifies	1
best of assets plus cash payout commitment	payoff assets list	rel:specifies	1
cross currency interest rate swap	currency	rel:specifies	1
interest rate swap leg	notional step change event	rel:specifies	1
interest rate swap leg	interest rate stream event	rel:specifies	1
interest rate swap leg	currency	rel:specifies	1
interest rate swap leg	swap stream interest calculation	rel:specifies	1
interest rate swap leg	swap stream interest payment	rel:specifies	1
current population survey	civilian non institutional population	rel:specifies	1
nic registry entry	institution type	rel:specifies	1
statistical program	statistical universe	rel:specifies	1
single currency interest rate swap	currency	rel:specifies	1
floating interest rate leg	swap stream interest rate fixing	rel:specifies	1
floating interest rate leg	swap stream interest rate reset	rel:specifies	1
notional step schedule	notional step amount	rel:specifies	1
interest rate swap leg	notional step change event	rel:specifies	1
interest rate swap leg	interest rate stream event	rel:specifies	1
interest rate swap leg	currency	rel:specifies	1
interest rate swap leg	swap stream interest calculation	rel:specifies	1
interest rate swap leg	swap stream interest payment	rel:specifies	1
nic registry entry	institution type	rel:specifies	1
loan product	loan collateral	rel:specifies	1
mortgage product	loan property collateral	rel:specifies	1
current population survey	civilian non institutional population	rel:specifies	1
single currency interest rate swap	currency	rel:specifies	1
floating interest rate leg	swap stream interest rate fixing	rel:specifies	1
floating interest rate leg	swap stream interest rate reset	rel:specifies	1
notional step schedule	notional step amount	rel:specifies	1
inflation index underlying	inflation index fall back bond	rel:specifies	1
otc master agreement right to termination following default event	non defaulting party	rel:specifies	1
standardized exercise terms set	financial instrument	rel:specifies	1
statistical program	statistical universe	rel:specifies	1
cross currency interest rate swap	currency	rel:specifies	1
cds physical settlement	deliverable obligation	rel:specifies	1
planned amortization class bond	pac tranche amortization schedule	rel:specifies	1
option barrier feature terms	option barrier feature event	rel:specifies	1
option barrier feature terms	option feature	rel:specifies	1
forward valuation terms set	underlying valuation	rel:specifies	1
loan contract	loan retained amount	rel:specifies	1
best of assets plus cash payout commitment	payoff assets list	rel:specifies	1
specified temporal thing	temporal thing specification	rel:specification	1
specified temporal entity	temporal entity specification	rel:specification	1
specified temporal thing	temporal thing specification	rel:specification	1
specified temporal entity	temporal entity specification	rel:specification	1
bond coupon interest terms	date	rel:specialRecordDate	1
bond coupon interest terms	date	rel:specialRecordDate	1
stock corporation	formally constituted organization	rel:someVotingShareholdingBy	1
stock corporation	formally constituted organization	rel:someVotingShareholdingBy	1
stock corporation	stock corporation	rel:someControllingInterestByCompany	1
stock corporation	stock corporation	rel:someControllingInterestByCompany	1
offer price	timed numeric amount	rel:size.1	1
offer price	timed numeric amount	rel:size.1	1
bid price	timed numeric amount	rel:size	1
bid price	timed numeric amount	rel:size	1
cds fee leg stream	monetary amount	rel:singlePayment	1
cds fee leg stream	monetary amount	rel:singlePayment	1
synthetic pool asset	credit default swap contract	rel:simulatedBy	1
synthetic pool asset	credit default swap contract	rel:simulatedBy	1
